POLineID,PONumber,OrderDate,SupplierID,ProductID,WarehouseID,QtyOrdered,UnitCostNGN,LineValueNGN,PromisedDate,ReceivedDate
POL-00213,PO-2024-00213,2024-07-22,SUP-15,PRD-0139,WH-ABJ,83,28800,2390400,2024-08-05,2024-08-05
POL-00214,PO-2024-00214,2024-07-22,SUP-07,PRD-0142,WH-LAG2,140,44800,6272000,2024-08-01,2024-08-01
POL-00215,PO-2024-00215,2024-07-22,SUP-19,PRD-0143,WH-LAG1,75,41200,3090000,2024-08-01,2024-07-29
POL-00216,PO-2024-00216,2024-07-22,SUP-19,PRD-0145,WH-LAG2,79,25400,2006600,2024-08-01,2024-07-26
POL-00217,PO-2024-00217,2024-07-22,SUP-07,PRD-0146,WH-PHC,53,27800,1473400,2024-08-01,2024-08-01
POL-00218,PO-2024-00218,2024-07-22,SUP-23,PRD-0150,WH-LAG2,57,38400,2188800,2024-08-05,2024-07-30
POL-00219,PO-2024-00219,2024-07-22,SUP-23,PRD-0150,WH-ABJ,105,38400,4032000,2024-08-05,2024-08-03
POL-00220,PO-2024-00220,2024-07-22,SUP-23,PRD-0153,WH-LAG1,342,18800,6429600,2024-08-05,2024-08-06
POL-00221,PO-2024-00221,2024-07-22,SUP-23,PRD-0153,WH-IBD,123,18800,2312400,2024-08-05,2024-08-01
POL-00222,PO-2024-00222,2024-07-22,SUP-15,PRD-0154,WH-ABJ,58,33600,1948800,2024-08-05,2024-08-03
POL-00223,PO-2024-00223,2024-07-22,SUP-07,PRD-0156,WH-LAG2,153,44600,6823800,2024-08-01,2024-07-27
POL-00224,PO-2024-00224,2024-07-22,SUP-07,PRD-0156,WH-ABJ,152,44600,6779200,2024-08-01,2024-08-02
POL-00225,PO-2024-00225,2024-07-22,SUP-15,PRD-0159,WH-LAG2,59,19800,1168200,2024-08-05,2024-08-05
POL-00226,PO-2024-00226,2024-07-22,SUP-15,PRD-0161,WH-PHC,326,27200,8867200,2024-08-05,2024-07-30
POL-00227,PO-2024-00227,2024-07-22,SUP-15,PRD-0163,WH-LAG1,113,21600,2440800,2024-08-05,2024-07-31
POL-00228,PO-2024-00228,2024-07-22,SUP-11,PRD-0164,WH-LAG2,48,16800,806400,2024-08-01,2024-08-02
POL-00229,PO-2024-00229,2024-07-22,SUP-11,PRD-0164,WH-ABJ,60,16800,1008000,2024-08-01,2024-07-25
POL-00230,PO-2024-00230,2024-07-22,SUP-11,PRD-0164,WH-PHC,52,16800,873600,2024-08-01,2024-07-26
POL-00231,PO-2024-00231,2024-07-22,SUP-19,PRD-0165,WH-LAG1,319,19400,6188600,2024-08-01,2024-07-29
POL-00232,PO-2024-00232,2024-07-22,SUP-03,PRD-0166,WH-ABJ,141,21800,3073800,2024-07-29,2024-07-25
POL-00233,PO-2024-00233,2024-07-22,SUP-03,PRD-0170,WH-ABJ,90,14200,1278000,2024-07-29,2024-07-27
POL-00234,PO-2024-00234,2024-07-29,SUP-24,PRD-0001,WH-PHC,37,4200,155400,2024-08-12,2024-08-15
POL-00235,PO-2024-00235,2024-07-29,SUP-12,PRD-0004,WH-PHC,178,3900,694200,2024-08-05,2024-08-02
POL-00236,PO-2024-00236,2024-07-29,SUP-24,PRD-0005,WH-LAG1,127,2600,330200,2024-08-12,2024-08-24
POL-00237,PO-2024-00237,2024-07-29,SUP-20,PRD-0007,WH-LAG1,119,13800,1642200,2024-08-08,2024-08-04
POL-00238,PO-2024-00238,2024-07-29,SUP-20,PRD-0007,WH-IBD,82,13800,1131600,2024-08-08,2024-08-04
POL-00239,PO-2024-00239,2024-07-29,SUP-04,PRD-0009,WH-PHC,33,14200,468600,2024-08-12,2024-08-23
POL-00240,PO-2024-00240,2024-07-29,SUP-16,PRD-0011,WH-LAG1,130,13900,1807000,2024-08-05,2024-08-01
POL-00241,PO-2024-00241,2024-07-29,SUP-12,PRD-0012,WH-ABJ,52,14400,748800,2024-08-05,2024-08-03
POL-00242,PO-2024-00242,2024-07-29,SUP-08,PRD-0013,WH-IBD,25,9800,245000,2024-08-12,2024-08-10
POL-00243,PO-2024-00243,2024-07-29,SUP-08,PRD-0013,WH-ABJ,36,9800,352800,2024-08-12,2024-08-10
POL-00244,PO-2024-00244,2024-07-29,SUP-08,PRD-0014,WH-ABJ,17,11200,190400,2024-08-12,2024-08-16
POL-00245,PO-2024-00245,2024-07-29,SUP-08,PRD-0016,WH-LAG1,159,34500,5485500,2024-08-12,2024-08-09
POL-00246,PO-2024-00246,2024-07-29,SUP-20,PRD-0022,WH-ABJ,27,9600,259200,2024-08-08,2024-08-07
POL-00247,PO-2024-00247,2024-07-29,SUP-24,PRD-0023,WH-IBD,60,13400,804000,2024-08-12,2024-08-12
POL-00248,PO-2024-00248,2024-07-29,SUP-24,PRD-0023,WH-PHC,94,13400,1259600,2024-08-12,2024-08-17
POL-00249,PO-2024-00249,2024-07-29,SUP-04,PRD-0025,WH-ABJ,59,4300,253700,2024-08-12,2024-08-10
POL-00250,PO-2024-00250,2024-07-29,SUP-24,PRD-0028,WH-LAG2,66,4000,264000,2024-08-12,2024-08-24
POL-00251,PO-2024-00251,2024-07-29,SUP-08,PRD-0033,WH-IBD,63,9400,592200,2024-08-12,2024-08-11
POL-00252,PO-2024-00252,2024-07-29,SUP-20,PRD-0035,WH-LAG1,158,11800,1864400,2024-08-08,2024-08-05
POL-00253,PO-2024-00253,2024-07-29,SUP-20,PRD-0035,WH-IBD,76,11800,896800,2024-08-08,2024-08-06
POL-00254,PO-2024-00254,2024-07-29,SUP-08,PRD-0037,WH-IBD,109,19800,2158200,2024-08-12,2024-08-08
POL-00255,PO-2024-00255,2024-07-29,SUP-08,PRD-0037,WH-ABJ,94,19800,1861200,2024-08-12,2024-08-06
POL-00256,PO-2024-00256,2024-07-29,SUP-16,PRD-0039,WH-PHC,167,12400,2070800,2024-08-05,2024-08-03
POL-00257,PO-2024-00257,2024-07-29,SUP-08,PRD-0041,WH-IBD,62,5200,322400,2024-08-12,2024-08-11
POL-00258,PO-2024-00258,2024-07-29,SUP-20,PRD-0045,WH-LAG2,59,6200,365800,2024-08-08,2024-08-07
POL-00259,PO-2024-00259,2024-07-29,SUP-20,PRD-0045,WH-IBD,52,6200,322400,2024-08-08,2024-08-08
POL-00260,PO-2024-00260,2024-07-29,SUP-20,PRD-0045,WH-ABJ,93,6200,576600,2024-08-08,2024-08-05
POL-00261,PO-2024-00261,2024-07-29,SUP-20,PRD-0045,WH-PHC,50,6200,310000,2024-08-08,2024-08-05
POL-00262,PO-2024-00262,2024-07-29,SUP-09,PRD-0047,WH-LAG1,94,16200,1522800,2024-08-12,2024-08-28
POL-00263,PO-2024-00263,2024-07-29,SUP-21,PRD-0052,WH-IBD,12,33900,406800,2024-08-12,2024-08-08
POL-00264,PO-2024-00264,2024-07-29,SUP-17,PRD-0057,WH-ABJ,228,15800,3602400,2024-08-12,2024-08-13
POL-00265,PO-2024-00265,2024-07-29,SUP-01,PRD-0060,WH-LAG1,231,47800,11041800,2024-08-05,2024-08-05
POL-00266,PO-2024-00266,2024-07-29,SUP-17,PRD-0061,WH-LAG2,109,12800,1395200,2024-08-12,2024-08-19
POL-00267,PO-2024-00267,2024-07-29,SUP-17,PRD-0061,WH-ABJ,178,12800,2278400,2024-08-12,2024-08-22
POL-00268,PO-2024-00268,2024-07-29,SUP-25,PRD-0063,WH-PHC,77,11900,916300,2024-08-05,2024-08-02
POL-00269,PO-2024-00269,2024-07-29,SUP-25,PRD-0068,WH-LAG2,110,13200,1452000,2024-08-05,2024-08-04
POL-00270,PO-2024-00270,2024-07-29,SUP-13,PRD-0070,WH-PHC,33,15400,508200,2024-08-12,2024-08-24
POL-00271,PO-2024-00271,2024-07-29,SUP-21,PRD-0073,WH-LAG1,29,29800,864200,2024-08-12,2024-08-15
POL-00272,PO-2024-00272,2024-07-29,SUP-21,PRD-0074,WH-ABJ,90,29400,2646000,2024-08-12,2024-08-21
POL-00273,PO-2024-00273,2024-07-29,SUP-01,PRD-0075,WH-LAG1,58,26800,1554400,2024-08-05,2024-08-02
POL-00274,PO-2024-00274,2024-07-29,SUP-01,PRD-0075,WH-PHC,22,26800,589600,2024-08-05,2024-08-04
POL-00275,PO-2024-00275,2024-07-29,SUP-09,PRD-0078,WH-LAG1,140,27800,3892000,2024-08-12,2024-08-15
POL-00276,PO-2024-00276,2024-07-29,SUP-01,PRD-0082,WH-PHC,62,25800,1599600,2024-08-05,2024-08-05
POL-00277,PO-2024-00277,2024-07-29,SUP-05,PRD-0084,WH-PHC,119,21600,2570400,2024-08-05,2024-08-04
POL-00278,PO-2024-00278,2024-07-29,SUP-21,PRD-0085,WH-LAG1,143,26200,3746600,2024-08-12,2024-08-20
POL-00279,PO-2024-00279,2024-07-29,SUP-17,PRD-0090,WH-LAG1,1524,28600,43586400,2024-08-12,2024-08-22
POL-00280,PO-2024-00280,2024-07-29,SUP-17,PRD-0090,WH-IBD,756,28600,21621600,2024-08-12,2024-08-26
POL-00281,PO-2024-00281,2024-07-29,SUP-14,PRD-0091,WH-PHC,99,21600,2138400,2024-08-19,2024-08-18
POL-00282,PO-2024-00282,2024-07-29,SUP-10,PRD-0095,WH-LAG1,40,16900,676000,2024-08-12,2024-08-12
POL-00283,PO-2024-00283,2024-07-29,SUP-10,PRD-0095,WH-IBD,24,16900,405600,2024-08-12,2024-08-09
POL-00284,PO-2024-00284,2024-07-29,SUP-06,PRD-0096,WH-IBD,20,18200,364000,2024-08-08,2024-08-06
POL-00285,PO-2024-00285,2024-07-29,SUP-14,PRD-0100,WH-LAG1,516,16800,8668800,2024-08-19,2024-08-19
POL-00286,PO-2024-00286,2024-07-29,SUP-14,PRD-0100,WH-ABJ,406,16800,6820800,2024-08-19,2024-08-17
POL-00287,PO-2024-00287,2024-07-29,SUP-14,PRD-0100,WH-PHC,335,16800,5628000,2024-08-19,2024-08-15
POL-00288,PO-2024-00288,2024-07-29,SUP-06,PRD-0101,WH-ABJ,27,18400,496800,2024-08-08,2024-08-04
POL-00289,PO-2024-00289,2024-07-29,SUP-18,PRD-0104,WH-LAG1,51,13800,703800,2024-08-08,2024-08-08
POL-00290,PO-2024-00290,2024-07-29,SUP-10,PRD-0106,WH-LAG1,42,32800,1377600,2024-08-12,2024-08-12
POL-00291,PO-2024-00291,2024-07-29,SUP-14,PRD-0107,WH-LAG2,25,33400,835000,2024-08-19,2024-08-19
POL-00292,PO-2024-00292,2024-07-29,SUP-22,PRD-0108,WH-IBD,183,26800,4904400,2024-08-12,2024-08-10
POL-00293,PO-2024-00293,2024-07-29,SUP-22,PRD-0108,WH-ABJ,244,26800,6539200,2024-08-12,2024-08-10
POL-00294,PO-2024-00294,2024-07-29,SUP-06,PRD-0109,WH-IBD,68,26400,1795200,2024-08-08,2024-08-07
POL-00295,PO-2024-00295,2024-07-29,SUP-06,PRD-0109,WH-PHC,81,26400,2138400,2024-08-08,2024-08-06
POL-00296,PO-2024-00296,2024-07-29,SUP-14,PRD-0113,WH-LAG2,119,8600,1023400,2024-08-19,2024-08-18
POL-00297,PO-2024-00297,2024-07-29,SUP-10,PRD-0117,WH-LAG1,111,15200,1687200,2024-08-12,2024-08-07
POL-00298,PO-2024-00298,2024-07-29,SUP-22,PRD-0119,WH-LAG1,27,18800,507600,2024-08-12,2024-08-13
POL-00299,PO-2024-00299,2024-07-29,SUP-22,PRD-0120,WH-ABJ,171,12400,2120400,2024-08-12,2024-08-11
POL-00300,PO-2024-00300,2024-07-29,SUP-14,PRD-0121,WH-LAG1,310,21600,6696000,2024-08-19,2024-08-19
POL-00301,PO-2024-00301,2024-07-29,SUP-10,PRD-0122,WH-ABJ,119,14800,1761200,2024-08-12,2024-08-10
POL-00302,PO-2024-00302,2024-07-29,SUP-14,PRD-0123,WH-LAG1,98,11600,1136800,2024-08-19,2024-08-19
POL-00303,PO-2024-00303,2024-07-29,SUP-10,PRD-0125,WH-LAG1,644,12800,8243200,2024-08-12,2024-08-08
POL-00304,PO-2024-00304,2024-07-29,SUP-10,PRD-0125,WH-PHC,292,12800,3737600,2024-08-12,2024-08-11
POL-00305,PO-2024-00305,2024-07-29,SUP-10,PRD-0126,WH-LAG1,70,23600,1652000,2024-08-12,2024-08-14
POL-00306,PO-2024-00306,2024-07-29,SUP-22,PRD-0128,WH-LAG1,151,16800,2536800,2024-08-12,2024-08-04
POL-00307,PO-2024-00307,2024-07-29,SUP-10,PRD-0130,WH-LAG2,44,10800,475200,2024-08-12,2024-08-12
POL-00308,PO-2024-00308,2024-07-29,SUP-11,PRD-0131,WH-LAG1,156,25600,3993600,2024-08-08,2024-08-09
POL-00309,PO-2024-00309,2024-07-29,SUP-23,PRD-0135,WH-PHC,138,26400,3643200,2024-08-12,2024-08-14
POL-00310,PO-2024-00310,2024-07-29,SUP-15,PRD-0144,WH-LAG1,98,26800,2626400,2024-08-12,2024-08-12
POL-00311,PO-2024-00311,2024-07-29,SUP-19,PRD-0145,WH-PHC,94,25400,2387600,2024-08-08,2024-08-06
POL-00312,PO-2024-00312,2024-07-29,SUP-15,PRD-0149,WH-LAG1,42,39800,1671600,2024-08-12,2024-08-10
POL-00313,PO-2024-00313,2024-07-29,SUP-03,PRD-0151,WH-ABJ,838,34600,28994800,2024-08-05,2024-08-02
POL-00314,PO-2024-00314,2024-07-29,SUP-03,PRD-0155,WH-PHC,62,52800,3273600,2024-08-05,2024-08-03
POL-00315,PO-2024-00315,2024-07-29,SUP-03,PRD-0157,WH-ABJ,59,18800,1109200,2024-08-05,2024-08-05
POL-00316,PO-2024-00316,2024-07-29,SUP-23,PRD-0160,WH-LAG2,249,25600,6374400,2024-08-12,2024-08-10
POL-00317,PO-2024-00317,2024-07-29,SUP-23,PRD-0160,WH-PHC,158,25600,4044800,2024-08-12,2024-08-12
POL-00318,PO-2024-00318,2024-07-29,SUP-15,PRD-0161,WH-LAG1,573,27200,15585600,2024-08-12,2024-08-08
POL-00319,PO-2024-00319,2024-07-29,SUP-11,PRD-0162,WH-LAG1,112,23800,2665600,2024-08-08,2024-08-10
POL-00320,PO-2024-00320,2024-07-29,SUP-11,PRD-0164,WH-LAG1,71,16800,1192800,2024-08-08,2024-08-05
POL-00321,PO-2024-00321,2024-07-29,SUP-19,PRD-0165,WH-ABJ,175,19400,3395000,2024-08-08,2024-08-09
POL-00322,PO-2024-00322,2024-07-29,SUP-23,PRD-0168,WH-IBD,30,15600,468000,2024-08-12,2024-08-08
POL-00323,PO-2024-00323,2024-07-29,SUP-19,PRD-0169,WH-ABJ,71,13400,951400,2024-08-08,2024-08-04
POL-00324,PO-2024-00324,2024-08-05,SUP-04,PRD-0003,WH-LAG1,36,4100,147600,2024-08-19,2024-08-30
POL-00325,PO-2024-00325,2024-08-05,SUP-04,PRD-0003,WH-ABJ,27,4100,110700,2024-08-19,2024-08-31
POL-00326,PO-2024-00326,2024-08-05,SUP-24,PRD-0005,WH-LAG2,67,2600,174200,2024-08-19,2024-08-18
POL-00327,PO-2024-00327,2024-08-05,SUP-24,PRD-0006,WH-IBD,30,2500,75000,2024-08-19,2024-08-19
POL-00328,PO-2024-00328,2024-08-05,SUP-20,PRD-0008,WH-LAG1,73,13500,985500,2024-08-15,2024-08-15
POL-00329,PO-2024-00329,2024-08-05,SUP-20,PRD-0008,WH-IBD,41,13500,553500,2024-08-15,2024-08-11
POL-00330,PO-2024-00330,2024-08-05,SUP-04,PRD-0009,WH-LAG1,48,14200,681600,2024-08-19,2024-08-25
POL-00331,PO-2024-00331,2024-08-05,SUP-08,PRD-0013,WH-PHC,27,9800,264600,2024-08-19,2024-08-21
POL-00332,PO-2024-00332,2024-08-05,SUP-08,PRD-0014,WH-IBD,17,11200,190400,2024-08-19,2024-08-19
POL-00333,PO-2024-00333,2024-08-05,SUP-24,PRD-0015,WH-ABJ,70,6900,483000,2024-08-19,2024-08-29
POL-00334,PO-2024-00334,2024-08-05,SUP-12,PRD-0018,WH-LAG1,186,48200,8965200,2024-08-12,2024-08-10
POL-00335,PO-2024-00335,2024-08-05,SUP-04,PRD-0019,WH-ABJ,103,26400,2719200,2024-08-19,2024-08-30
POL-00336,PO-2024-00336,2024-08-05,SUP-04,PRD-0019,WH-PHC,98,26400,2587200,2024-08-19,2024-08-20
POL-00337,PO-2024-00337,2024-08-05,SUP-24,PRD-0020,WH-ABJ,143,23800,3403400,2024-08-19,2024-08-15
POL-00338,PO-2024-00338,2024-08-05,SUP-16,PRD-0021,WH-IBD,68,14800,1006400,2024-08-12,2024-08-10
POL-00339,PO-2024-00339,2024-08-05,SUP-20,PRD-0022,WH-PHC,20,9600,192000,2024-08-15,2024-08-14
POL-00340,PO-2024-00340,2024-08-05,SUP-24,PRD-0023,WH-LAG1,123,13400,1648200,2024-08-19,2024-08-28
POL-00341,PO-2024-00341,2024-08-05,SUP-24,PRD-0024,WH-LAG2,34,7800,265200,2024-08-19,2024-08-31
POL-00342,PO-2024-00342,2024-08-05,SUP-04,PRD-0025,WH-LAG1,125,4300,537500,2024-08-19,2024-08-15
POL-00343,PO-2024-00343,2024-08-05,SUP-04,PRD-0027,WH-ABJ,26,3800,98800,2024-08-19,2024-08-26
POL-00344,PO-2024-00344,2024-08-05,SUP-16,PRD-0031,WH-ABJ,89,30200,2687800,2024-08-12,2024-08-08
POL-00345,PO-2024-00345,2024-08-05,SUP-08,PRD-0034,WH-ABJ,33,12900,425700,2024-08-19,2024-08-19
POL-00346,PO-2024-00346,2024-08-05,SUP-16,PRD-0039,WH-LAG1,203,12400,2517200,2024-08-12,2024-08-12
POL-00347,PO-2024-00347,2024-08-05,SUP-20,PRD-0040,WH-LAG2,61,11200,683200,2024-08-15,2024-08-13
POL-00348,PO-2024-00348,2024-08-05,SUP-13,PRD-0046,WH-LAG1,104,13800,1435200,2024-08-19,2024-08-24
POL-00349,PO-2024-00349,2024-08-05,SUP-13,PRD-0046,WH-LAG2,53,13800,731400,2024-08-19,2024-08-16
POL-00350,PO-2024-00350,2024-08-05,SUP-13,PRD-0046,WH-PHC,64,13800,883200,2024-08-19,2024-08-29
POL-00351,PO-2024-00351,2024-08-05,SUP-09,PRD-0047,WH-IBD,62,16200,1004400,2024-08-19,2024-08-23
POL-00352,PO-2024-00352,2024-08-05,SUP-25,PRD-0051,WH-ABJ,141,34800,4906800,2024-08-12,2024-08-10
POL-00353,PO-2024-00353,2024-08-05,SUP-21,PRD-0052,WH-LAG2,16,33900,542400,2024-08-19,2024-08-30
POL-00354,PO-2024-00354,2024-08-05,SUP-25,PRD-0058,WH-LAG1,92,14900,1370800,2024-08-12,2024-08-12
POL-00355,PO-2024-00355,2024-08-05,SUP-25,PRD-0058,WH-IBD,53,14900,789700,2024-08-12,2024-08-11
POL-00356,PO-2024-00356,2024-08-05,SUP-25,PRD-0058,WH-PHC,49,14900,730100,2024-08-12,2024-08-12
POL-00357,PO-2024-00357,2024-08-05,SUP-17,PRD-0061,WH-IBD,104,12800,1331200,2024-08-19,2024-09-01
POL-00358,PO-2024-00358,2024-08-05,SUP-17,PRD-0061,WH-PHC,117,12800,1497600,2024-08-19,2024-08-18
POL-00359,PO-2024-00359,2024-08-05,SUP-13,PRD-0064,WH-ABJ,136,30800,4188800,2024-08-19,2024-09-04
POL-00360,PO-2024-00360,2024-08-05,SUP-09,PRD-0065,WH-IBD,92,26400,2428800,2024-08-19,2024-08-31
POL-00361,PO-2024-00361,2024-08-05,SUP-25,PRD-0067,WH-LAG2,67,10400,696800,2024-08-12,2024-08-09
POL-00362,PO-2024-00362,2024-08-05,SUP-17,PRD-0071,WH-IBD,18,14800,266400,2024-08-19,2024-08-15
POL-00363,PO-2024-00363,2024-08-05,SUP-21,PRD-0073,WH-ABJ,28,29800,834400,2024-08-19,2024-08-25
POL-00364,PO-2024-00364,2024-08-05,SUP-21,PRD-0074,WH-PHC,83,29400,2440200,2024-08-19,2024-08-19
POL-00365,PO-2024-00365,2024-08-05,SUP-13,PRD-0076,WH-IBD,89,23400,2082600,2024-08-19,2024-08-23
POL-00366,PO-2024-00366,2024-08-05,SUP-05,PRD-0077,WH-LAG1,513,25600,13132800,2024-08-12,2024-08-12
POL-00367,PO-2024-00367,2024-08-05,SUP-05,PRD-0077,WH-LAG2,247,25600,6323200,2024-08-12,2024-08-10
POL-00368,PO-2024-00368,2024-08-05,SUP-05,PRD-0077,WH-IBD,232,25600,5939200,2024-08-12,2024-08-10
POL-00369,PO-2024-00369,2024-08-05,SUP-13,PRD-0080,WH-ABJ,94,19600,1842400,2024-08-19,2024-08-24
POL-00370,PO-2024-00370,2024-08-05,SUP-01,PRD-0082,WH-IBD,71,25800,1831800,2024-08-12,2024-08-10
POL-00371,PO-2024-00371,2024-08-05,SUP-01,PRD-0083,WH-ABJ,181,18400,3330400,2024-08-12,2024-08-09
POL-00372,PO-2024-00372,2024-08-05,SUP-05,PRD-0084,WH-LAG2,127,21600,2743200,2024-08-12,2024-08-10
POL-00373,PO-2024-00373,2024-08-05,SUP-13,PRD-0086,WH-ABJ,307,23800,7306600,2024-08-19,2024-08-15
POL-00374,PO-2024-00374,2024-08-05,SUP-01,PRD-0087,WH-LAG2,24,18800,451200,2024-08-12,2024-08-12
POL-00375,PO-2024-00375,2024-08-05,SUP-21,PRD-0088,WH-PHC,51,12400,632400,2024-08-19,2024-08-27
POL-00376,PO-2024-00376,2024-08-05,SUP-17,PRD-0090,WH-LAG2,1188,28600,33976800,2024-08-19,2024-09-04
POL-00377,PO-2024-00377,2024-08-05,SUP-14,PRD-0091,WH-ABJ,89,21600,1922400,2024-08-26,2024-08-29
POL-00378,PO-2024-00378,2024-08-05,SUP-18,PRD-0092,WH-LAG1,48,24800,1190400,2024-08-15,2024-08-15
POL-00379,PO-2024-00379,2024-08-05,SUP-18,PRD-0092,WH-ABJ,35,24800,868000,2024-08-15,2024-08-09
POL-00380,PO-2024-00380,2024-08-05,SUP-06,PRD-0096,WH-PHC,23,18200,418600,2024-08-15,2024-08-17
POL-00381,PO-2024-00381,2024-08-05,SUP-18,PRD-0097,WH-ABJ,24,17800,427200,2024-08-15,2024-08-13
POL-00382,PO-2024-00382,2024-08-05,SUP-22,PRD-0098,WH-LAG1,316,13400,4234400,2024-08-19,2024-08-18
POL-00383,PO-2024-00383,2024-08-05,SUP-22,PRD-0098,WH-ABJ,199,13400,2666600,2024-08-19,2024-08-16
POL-00384,PO-2024-00384,2024-08-05,SUP-14,PRD-0102,WH-LAG2,58,14200,823600,2024-08-26,2024-08-24
POL-00385,PO-2024-00385,2024-08-05,SUP-06,PRD-0103,WH-ABJ,84,29800,2503200,2024-08-15,2024-08-10
POL-00386,PO-2024-00386,2024-08-05,SUP-14,PRD-0107,WH-ABJ,38,33400,1269200,2024-08-26,2024-08-25
POL-00387,PO-2024-00387,2024-08-05,SUP-22,PRD-0108,WH-PHC,211,26800,5654800,2024-08-19,2024-08-16
POL-00388,PO-2024-00388,2024-08-05,SUP-18,PRD-0111,WH-LAG2,109,9800,1068200,2024-08-15,2024-08-10
POL-00389,PO-2024-00389,2024-08-05,SUP-14,PRD-0113,WH-LAG1,153,8600,1315800,2024-08-26,2024-08-27
POL-00390,PO-2024-00390,2024-08-05,SUP-10,PRD-0115,WH-IBD,95,16400,1558000,2024-08-19,2024-08-19
POL-00391,PO-2024-00391,2024-08-05,SUP-18,PRD-0116,WH-PHC,54,13800,745200,2024-08-15,2024-08-12
POL-00392,PO-2024-00392,2024-08-05,SUP-10,PRD-0117,WH-IBD,65,15200,988000,2024-08-19,2024-08-18
POL-00393,PO-2024-00393,2024-08-05,SUP-14,PRD-0118,WH-LAG1,331,17600,5825600,2024-08-26,2024-08-25
POL-00394,PO-2024-00394,2024-08-05,SUP-22,PRD-0120,WH-LAG2,126,12400,1562400,2024-08-19,2024-08-19
POL-00395,PO-2024-00395,2024-08-05,SUP-10,PRD-0122,WH-LAG1,194,14800,2871200,2024-08-19,2024-08-18
POL-00396,PO-2024-00396,2024-08-05,SUP-22,PRD-0128,WH-IBD,59,16800,991200,2024-08-19,2024-08-17
POL-00397,PO-2024-00397,2024-08-05,SUP-23,PRD-0135,WH-LAG2,139,26400,3669600,2024-08-19,2024-08-17
POL-00398,PO-2024-00398,2024-08-05,SUP-15,PRD-0139,WH-PHC,84,28800,2419200,2024-08-19,2024-08-17
POL-00399,PO-2024-00399,2024-08-05,SUP-19,PRD-0141,WH-LAG2,66,30800,2032800,2024-08-15,2024-08-11
POL-00400,PO-2024-00400,2024-08-05,SUP-07,PRD-0142,WH-LAG1,198,44800,8870400,2024-08-15,2024-08-12
POL-00401,PO-2024-00401,2024-08-05,SUP-07,PRD-0142,WH-IBD,122,44800,5465600,2024-08-15,2024-08-10
POL-00402,PO-2024-00402,2024-08-05,SUP-07,PRD-0142,WH-ABJ,148,44800,6630400,2024-08-15,2024-08-15
POL-00403,PO-2024-00403,2024-08-05,SUP-07,PRD-0146,WH-LAG1,62,27800,1723600,2024-08-15,2024-08-15
POL-00404,PO-2024-00404,2024-08-05,SUP-07,PRD-0147,WH-LAG1,84,27600,2318400,2024-08-15,2024-08-08
POL-00405,PO-2024-00405,2024-08-05,SUP-11,PRD-0148,WH-LAG2,49,23800,1166200,2024-08-15,2024-08-15
POL-00406,PO-2024-00406,2024-08-05,SUP-15,PRD-0149,WH-IBD,22,39800,875600,2024-08-19,2024-08-21
POL-00407,PO-2024-00407,2024-08-05,SUP-03,PRD-0151,WH-LAG1,1303,34600,45083800,2024-08-12,2024-08-12
POL-00408,PO-2024-00408,2024-08-05,SUP-03,PRD-0151,WH-IBD,548,34600,18960800,2024-08-12,2024-08-12
POL-00409,PO-2024-00409,2024-08-05,SUP-03,PRD-0151,WH-PHC,390,34600,13494000,2024-08-12,2024-08-10
POL-00410,PO-2024-00410,2024-08-05,SUP-07,PRD-0152,WH-IBD,57,21600,1231200,2024-08-15,2024-08-14
POL-00411,PO-2024-00411,2024-08-05,SUP-03,PRD-0158,WH-PHC,34,26400,897600,2024-08-12,2024-08-11
POL-00412,PO-2024-00412,2024-08-05,SUP-15,PRD-0161,WH-ABJ,465,27200,12648000,2024-08-19,2024-08-17
POL-00413,PO-2024-00413,2024-08-05,SUP-15,PRD-0167,WH-PHC,68,10800,734400,2024-08-19,2024-08-17
POL-00414,PO-2024-00414,2024-08-12,SUP-12,PRD-0004,WH-LAG1,299,3900,1166100,2024-08-19,2024-08-17
POL-00415,PO-2024-00415,2024-08-12,SUP-24,PRD-0006,WH-LAG1,46,2500,115000,2024-08-26,2024-08-30
POL-00416,PO-2024-00416,2024-08-12,SUP-20,PRD-0007,WH-LAG2,74,13800,1021200,2024-08-22,2024-08-16
POL-00417,PO-2024-00417,2024-08-12,SUP-20,PRD-0007,WH-PHC,79,13800,1090200,2024-08-22,2024-08-19
POL-00418,PO-2024-00418,2024-08-12,SUP-08,PRD-0013,WH-LAG2,31,9800,303800,2024-08-26,2024-08-23
POL-00419,PO-2024-00419,2024-08-12,SUP-08,PRD-0014,WH-LAG1,20,11200,224000,2024-08-26,2024-08-25
POL-00420,PO-2024-00420,2024-08-12,SUP-04,PRD-0017,WH-ABJ,42,31800,1335600,2024-08-26,2024-09-03
POL-00421,PO-2024-00421,2024-08-12,SUP-04,PRD-0017,WH-PHC,53,31800,1685400,2024-08-26,2024-09-01
POL-00422,PO-2024-00422,2024-08-12,SUP-24,PRD-0020,WH-PHC,117,23800,2784600,2024-08-26,2024-08-30
POL-00423,PO-2024-00423,2024-08-12,SUP-04,PRD-0027,WH-LAG1,43,3800,163400,2024-08-26,2024-09-06
POL-00424,PO-2024-00424,2024-08-12,SUP-24,PRD-0028,WH-ABJ,70,4000,280000,2024-08-26,2024-09-08
POL-00425,PO-2024-00425,2024-08-12,SUP-08,PRD-0037,WH-LAG1,138,19800,2732400,2024-08-26,2024-08-19
